scope,score_key,metric,estimate,bootstrap_ci_low,bootstrap_ci_high,sources,patches
all_chains,fbcnn_dpir_nominal__score__operator_spread_rgb,source_macro_brier,0.0104072881820075,0.0081225927390244,0.0130809079632272,40,286720
all_chains,fbcnn_dpir_nominal__trained_image_only_patcherrornet_ensemble,source_macro_brier,0.0107270063088517,0.0064158492852218,0.0163211502357886,40,286720
all_chains,fbcnn_dpir_nominal__score__operator_spread_detail,source_macro_brier,0.0171909289879855,0.0155717464078429,0.0190482292870175,40,286720
all_chains,dpir_nominal__score__reconstruction_gradient,source_macro_brier,0.0209203733138963,0.0156696002462357,0.0276492145108441,40,286720
all_chains,fbcnn_dpir_nominal__score__reconstruction_gradient,source_macro_brier,0.0222186754548073,0.0159341751891527,0.0302409066902987,40,286720
all_chains,fbcnn_dpir_nominal__score__image_transform_spread_detail,source_macro_brier,0.0267550554345734,0.0237135396456237,0.0302517392731333,40,286720
all_chains,dpir_nominal__score__operator_spread_rgb,source_macro_brier,0.0274720143630009,0.0240420998875657,0.031528659662391,40,286720
all_chains,dpir_nominal__score__operator_spread_detail,source_macro_brier,0.029634928487016,0.0260166941203801,0.0338211750344473,40,286720
all_chains,dpir_nominal__score__image_transform_spread_detail,source_macro_brier,0.0332971772069577,0.0292583279161095,0.0379518014299538,40,286720
all_chains,fbcnn_dpir_nominal__score__original_measurement_residual,source_macro_brier,0.0342975392495258,0.0307253546341618,0.0383082541098415,40,286720
all_chains,dpir_nominal__score__original_measurement_residual,source_macro_brier,0.0437897570052477,0.0409154371176742,0.046983274824977,40,286720
