source_id,true_sigma,noise_std,scenario,model,operator_info,strength,mse,psnr_db,inverse_seconds
0801,1.2,0.00784313725490196,blur_noise,observed,none,,0.00035295906973537434,34.52275653871947,
0801,1.2,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.00035765525768279336,34.465353862609845,
0801,1.2,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0003553729342693215,34.493156517842095,
0801,1.2,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0003839437574469343,34.15732389224614,
0801,1.2,0.0196078431372549,blur_noise,observed,none,,0.0006741547102126918,31.712404267859547,
0801,1.2,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.00045485042602637376,33.42131394179951,
0801,1.2,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0004297477490440876,33.66786389405987,
0801,1.2,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.00042739212774339726,33.69173481491297,
0801,1.6,0.00784313725490196,blur_noise,observed,none,,0.0005517382981011454,32.58266869084283,
0801,1.6,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0005492118968972571,32.60260063749796,
0801,1.6,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0005401965469698654,32.6744819622544,
0801,1.6,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0005667187514833479,32.466324172667164,
0801,1.6,0.0196078431372549,blur_noise,observed,none,,0.0008730168266094027,30.589773855805845,
0801,1.6,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0006464271861302812,31.894803871683575,
0801,1.6,0.0196078431372549,blur_noise_jpeg,observed,none,,0.000617220774837202,32.095594645834254,
0801,1.6,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0006122136430583718,32.13096996465331,
0801,2.0,0.00784313725490196,blur_noise,observed,none,,0.0007697820074557089,31.136322441299985,
0801,2.0,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0007619145928546895,31.180937083595587,
0801,2.0,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0007500852873031106,31.248893530092865,
0801,2.0,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0007739021939318127,31.113139221591027,
0801,2.0,0.0196078431372549,blur_noise,observed,none,,0.0010911361966089218,29.621210369973486,
0801,2.0,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0008591377245102165,30.659372107899717,
0801,2.0,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0008289985700737097,30.81446218556642,
0801,2.0,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.000820418107326626,30.859647629486574,
0802,1.2,0.00784313725490196,blur_noise,observed,none,,0.00045947282440390776,33.377401699371525,
0802,1.2,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0004725171252880189,33.255824468725805,
0802,1.2,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0005179176198569961,32.857393137813,
0802,1.2,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0005396193466070914,32.67912488254982,
0802,1.2,0.0196078431372549,blur_noise,observed,none,,0.0007688825970076826,31.1413996886468,
0802,1.2,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0005688647504355746,32.44990976349313,
0802,1.2,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0005835836416144531,32.33896890281235,
0802,1.2,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0005773126906238506,32.385888956326134,
0802,1.6,0.00784313725490196,blur_noise,observed,none,,0.0006792701082287694,31.67957496430814,
0802,1.6,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0006772562549846381,31.69246975231275,
0802,1.6,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0007101691125158192,31.486382204540732,
0802,1.6,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0007266690998395106,31.386633069245477,
0802,1.6,0.0196078431372549,blur_noise,observed,none,,0.000989014555829603,30.047973166232886,
0802,1.6,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0007735420226281283,31.115160882997372,
0802,1.6,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0007749547277614579,31.1072366789069,
0802,1.6,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0007632760505326925,31.173183643505837,
0802,2.0,0.00784313725490196,blur_noise,observed,none,,0.0008860543452781397,30.52539640268028,
0802,2.0,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0008738753587231089,30.585505065863686,
0802,2.0,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0008996580075747107,30.459225501712442,
0802,2.0,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0009110856688575346,30.40440784648476,
0802,2.0,0.0196078431372549,blur_noise,observed,none,,0.001196082331345694,29.22238925014435,
0802,2.0,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0009700831171195602,30.1319105361013,
0802,2.0,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0009656621553371398,30.151747884252167,
0802,2.0,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0009482798978030296,30.230634557739357,
0803,1.2,0.00784313725490196,blur_noise,observed,none,,0.0004689981178161511,33.28828900192592,
0803,1.2,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0005006602456006413,33.00456891927861,
0803,1.2,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0005005593246700488,33.00544443958834,
0803,1.2,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0005443742786322747,32.64102403145355,
0803,1.2,0.0196078431372549,blur_noise,observed,none,,0.0007892799754264722,31.027689154033048,
0803,1.2,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0005974009365193506,32.2373410090687,
0803,1.2,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0005738535089919342,32.411989583966594,
0803,1.2,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0005876894126809352,32.30852133099902,
0803,1.6,0.00784313725490196,blur_noise,observed,none,,0.0007830532590210387,31.062086985904102,
0803,1.6,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0008041641220965096,30.946553069146425,
0803,1.6,0.00784313725490196,blur_noise_jpeg,observed,none,,0.000799284156096313,30.97298795797972,
0803,1.6,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0008392586053137294,30.761041970312665,
0803,1.6,0.0196078431372549,blur_noise,observed,none,,0.0011032958628667152,29.573080103335702,
0803,1.6,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0009007456742878855,30.45397814842266,
0803,1.6,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0008717930691220524,30.595865880070395,
0803,1.6,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0008816856783051552,30.546862136293633,
0803,2.0,0.00784313725490196,blur_noise,observed,none,,0.0011265987201842995,29.482307464587475,
0803,2.0,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0011382173558291077,29.437747964439627,
0803,2.0,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0011343573081742397,29.452501266367136,
0803,2.0,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0011683044730812593,29.324439605222892,
0803,2.0,0.0196078431372549,blur_noise,observed,none,,0.0014467837490510305,28.395963780809325,
0803,2.0,0.0196078431372549,blur_noise,smooth_0.5px,none,,0.0012346229629287518,29.084656497887188,
0803,2.0,0.0196078431372549,blur_noise_jpeg,observed,none,,0.0012076519031517326,29.18058229892076,
0803,2.0,0.0196078431372549,blur_noise_jpeg,smooth_0.5px,none,,0.0012115636941532177,29.166537492589242,
0804,1.2,0.00784313725490196,blur_noise,observed,none,,0.001541294153096919,28.1211446908449,
0804,1.2,0.00784313725490196,blur_noise,smooth_0.5px,none,,0.0016778839465646249,27.752380811173264,
0804,1.2,0.00784313725490196,blur_noise_jpeg,observed,none,,0.0016153596288712073,27.917307752231398,
0804,1.2,0.00784313725490196,blur_noise_jpeg,smooth_0.5px,none,,0.0017508147252603985,27.567598094016,
0804,1.2,0.0196078431372549,blur_noise,observed,none,,0.0018617534304640859,27.300778372534932,
