source_id,stage,component,iteration,rho,denoiser_sigma,iterate_change_mse,measurement_residual_mse
0801,quantized_8bit,dpir_nominal_rot90,4,0.005944420117884874,0.04878642410039902,1.448777038604021e-05,8.274384163087234e-05
0801,quantized_8bit,dpir_nominal_rot90,5,0.014825660735368729,0.03089204803109169,7.779614861647133e-06,7.015662413323298e-05
0801,quantized_8bit,dpir_nominal_rot90,6,0.03697589039802551,0.019561151042580605,4.267509666533442e-06,6.37733464827761e-05
0801,quantized_8bit,dpir_nominal_rot90,7,0.09221960604190826,0.012386314570903778,1.813839048736554e-06,6.0724865761585534e-05
0801,quantized_8bit,dpir_nominal_rot90,8,0.22999997437000275,0.007843137718737125,7.341707259911345e-07,5.914689609198831e-05
0801,quantized_8bit,dpir_nominal_rot180,1,0.0003831736685242504,0.1921568661928177,0.0002644537598825991,0.00026241529849357903
0801,quantized_8bit,dpir_nominal_rot180,2,0.0009556531440466642,0.12167562544345856,5.160431464901194e-05,0.00016038044122979045
0801,quantized_8bit,dpir_nominal_rot180,3,0.0023834437597543,0.07704620808362961,2.736209899012465e-05,0.00010895611922023818
0801,quantized_8bit,dpir_nominal_rot180,4,0.005944420117884874,0.04878642410039902,1.4653258403996006e-05,8.29855925985612e-05
0801,quantized_8bit,dpir_nominal_rot180,5,0.014825660735368729,0.03089204803109169,7.787053618812934e-06,7.018435280770063e-05
0801,quantized_8bit,dpir_nominal_rot180,6,0.03697589039802551,0.019561151042580605,4.164006440987578e-06,6.382798892445862e-05
0801,quantized_8bit,dpir_nominal_rot180,7,0.09221960604190826,0.012386314570903778,1.8564147694632993e-06,6.073070107959211e-05
0801,quantized_8bit,dpir_nominal_rot180,8,0.22999997437000275,0.007843137718737125,8.184342732420191e-07,5.904523641220294e-05
0801,quantized_8bit,fbcnn_dpir,1,0.0003831736685242504,0.1921568661928177,0.00021879821724724025,0.00020865467377007008
0801,quantized_8bit,fbcnn_dpir,2,0.0009556531440466642,0.12167562544345856,5.187725037103519e-05,0.00010769836808321998
0801,quantized_8bit,fbcnn_dpir,3,0.0023834437597543,0.07704620808362961,2.7475400202092715e-05,5.6529905123170465e-05
0801,quantized_8bit,fbcnn_dpir,4,0.005944420117884874,0.04878642410039902,1.4090352124185301e-05,3.139463296975009e-05
0801,quantized_8bit,fbcnn_dpir,5,0.014825660735368729,0.03089204803109169,7.372418167506112e-06,1.9473345673759468e-05
0801,quantized_8bit,fbcnn_dpir,6,0.03697589039802551,0.019561151042580605,3.779136250159354e-06,1.3735979337070603e-05
0801,quantized_8bit,fbcnn_dpir,7,0.09221960604190826,0.012386314570903778,1.7909078451339155e-06,1.105741557694273e-05
0801,quantized_8bit,fbcnn_dpir,8,0.22999997437000275,0.007843137718737125,6.508228693746787e-07,9.925212907546666e-06
0801,quantized_8bit,fbcnn_dpir_sigma08,1,0.0003831736685242504,0.1921568661928177,0.00021900450519751757,0.000219941750401631
0801,quantized_8bit,fbcnn_dpir_sigma08,2,0.0009556531440466642,0.12167562544345856,4.892633660347201e-05,0.00011505217116791755
0801,quantized_8bit,fbcnn_dpir_sigma08,3,0.0023834437597543,0.07704620808362961,2.5753370209713466e-05,6.085169661673717e-05
0801,quantized_8bit,fbcnn_dpir_sigma08,4,0.005944420117884874,0.04878642410039902,1.3127184502081946e-05,3.387446122360416e-05
0801,quantized_8bit,fbcnn_dpir_sigma08,5,0.014825660735368729,0.03089204803109169,6.6707757468975615e-06,2.0912029867758974e-05
0801,quantized_8bit,fbcnn_dpir_sigma08,6,0.03697589039802551,0.019561151042580605,3.3766793876566226e-06,1.4546977581630927e-05
0801,quantized_8bit,fbcnn_dpir_sigma08,7,0.09221960604190826,0.012386314570903778,1.821329192353005e-06,1.1249128874624148e-05
0801,quantized_8bit,fbcnn_dpir_sigma08,8,0.22999997437000275,0.007843137718737125,7.209939667518483e-07,9.686396879260428e-06
0801,quantized_8bit,fbcnn_dpir_sigma12,1,0.0003831736685242504,0.1921568661928177,0.00022396136773750186,0.00019538808555807918
0801,quantized_8bit,fbcnn_dpir_sigma12,2,0.0009556531440466642,0.12167562544345856,5.654591950587928e-05,9.927853534463793e-05
0801,quantized_8bit,fbcnn_dpir_sigma12,3,0.0023834437597543,0.07704620808362961,3.0206250812625512e-05,5.171756856725551e-05
0801,quantized_8bit,fbcnn_dpir_sigma12,4,0.005944420117884874,0.04878642410039902,1.5926554624456912e-05,2.8604197723325342e-05
0801,quantized_8bit,fbcnn_dpir_sigma12,5,0.014825660735368729,0.03089204803109169,8.302344213007018e-06,1.7959537217393517e-05
0801,quantized_8bit,fbcnn_dpir_sigma12,6,0.03697589039802551,0.019561151042580605,3.91565890822676e-06,1.3137792848283425e-05
0801,quantized_8bit,fbcnn_dpir_sigma12,7,0.09221960604190826,0.012386314570903778,1.675682824497926e-06,1.1076824193878565e-05
0801,quantized_8bit,fbcnn_dpir_sigma12,8,0.22999997437000275,0.007843137718737125,6.138028538771323e-07,1.0234745786874555e-05
0801,quantized_8bit,fbcnn_dpir_rot90,1,0.0003831736685242504,0.1921568661928177,0.0002136639377567917,0.0002077843964798376
0801,quantized_8bit,fbcnn_dpir_rot90,2,0.0009556531440466642,0.12167562544345856,5.077190508018248e-05,0.0001071236765710637
0801,quantized_8bit,fbcnn_dpir_rot90,3,0.0023834437597543,0.07704620808362961,2.7439917175797746e-05,5.606314152828418e-05
0801,quantized_8bit,fbcnn_dpir_rot90,4,0.005944420117884874,0.04878642410039902,1.4104374713497236e-05,3.1102554203243926e-05
0801,quantized_8bit,fbcnn_dpir_rot90,5,0.014825660735368729,0.03089204803109169,7.3843148129526526e-06,1.921800139825791e-05
0801,quantized_8bit,fbcnn_dpir_rot90,6,0.03697589039802551,0.019561151042580605,3.879724772559712e-06,1.3499159649654757e-05
0801,quantized_8bit,fbcnn_dpir_rot90,7,0.09221960604190826,0.012386314570903778,1.6144472283485811e-06,1.0953346645692363e-05
0801,quantized_8bit,fbcnn_dpir_rot90,8,0.22999997437000275,0.007843137718737125,6.447702958212176e-07,9.823691470955964e-06
0801,quantized_8bit,fbcnn_dpir_rot180,1,0.0003831736685242504,0.1921568661928177,0.000215103427763097,0.00021050972281955183
0801,quantized_8bit,fbcnn_dpir_rot180,2,0.0009556531440466642,0.12167562544345856,5.1878254453185946e-05,0.0001079667272279039
0801,quantized_8bit,fbcnn_dpir_rot180,3,0.0023834437597543,0.07704620808362961,2.748730912571773e-05,5.656887515215203e-05
0801,quantized_8bit,fbcnn_dpir_rot180,4,0.005944420117884874,0.04878642410039902,1.417174280504696e-05,3.145191294606775e-05
0801,quantized_8bit,fbcnn_dpir_rot180,5,0.014825660735368729,0.03089204803109169,7.344277491938556e-06,1.941788286785595e-05
0801,quantized_8bit,fbcnn_dpir_rot180,6,0.03697589039802551,0.019561151042580605,3.7527038330154028e-06,1.3706919162359554e-05
0801,quantized_8bit,fbcnn_dpir_rot180,7,0.09221960604190826,0.012386314570903778,1.7159950402856339e-06,1.1098205504822545e-05
0801,quantized_8bit,fbcnn_dpir_rot180,8,0.22999997437000275,0.007843137718737125,6.71161387799657e-07,9.9155349744251e-06
0801,jpeg_q75,dpir_nominal,1,0.0003831736685242504,0.1921568661928177,0.000393130409065634,0.00023068934387993068
0801,jpeg_q75,dpir_nominal,2,0.0009556531440466642,0.12167562544345856,8.528991020284593e-05,0.00012777345546055585
0801,jpeg_q75,dpir_nominal,3,0.0023834437597543,0.07704620808362961,3.743403431144543e-05,7.431523408740759e-05
