stage,pipeline,region,score,coverage,rgb_mse,detail_mse,bad_detail_rate_0.025,bad_detail_rate_0.05,bad_detail_rate_0.1
quantized_8bit,fbcnn_dpir,all,oracle_detail_error,1.0,0.0007531134493998979,0.0003400608737261497,0.15380859375,0.017333984375,0.0
quantized_8bit,fbcnn_dpir,all,random_expected,0.5,0.0007531134493998979,0.0003400608737261497,0.15380859375,0.017333984375,0.0
quantized_8bit,fbcnn_dpir,all,random_expected,0.75,0.0007531134493998979,0.0003400608737261497,0.15380859375,0.017333984375,0.0
quantized_8bit,fbcnn_dpir,all,random_expected,0.9,0.0007531134493998979,0.0003400608737261497,0.15380859375,0.017333984375,0.0
quantized_8bit,fbcnn_dpir,all,random_expected,1.0,0.0007531134493998979,0.0003400608737261497,0.15380859375,0.017333984375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_gradient,0.5,0.001618659916148812,0.0007840737727500504,0.33984375,0.056640625,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_gradient,0.75,0.0016922866132086,0.0007918953603650151,0.36588541666666663,0.05859375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_gradient,0.9,0.001803799090847058,0.0008222261153199037,0.3971861471861472,0.06277056277056277,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_gradient,1.0,0.0019074637321917604,0.0008533812837830886,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_transform_spread_detail,0.5,0.001420054071299759,0.0006518806664898363,0.30859375,0.01953125,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_transform_spread_detail,0.75,0.0016284126016674469,0.0007426198437528134,0.35026041666666663,0.04557291666666667,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_transform_spread_detail,0.9,0.0018053401177937965,0.0008148255779736797,0.3971861471861472,0.06168831168831169,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,image_transform_spread_detail,1.0,0.0019074637321917604,0.0008533812837830886,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,measurement_residual,0.5,0.0017924351981560773,0.0008149753479507337,0.40625,0.068359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,measurement_residual,0.75,0.0018325140461237293,0.0008316686832651773,0.41015625,0.06770833333333333,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,measurement_residual,0.9,0.001884497854020568,0.000851242561809018,0.41774891774891776,0.07034632034632035,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,measurement_residual,1.0,0.0019074637321917604,0.0008533812837830887,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_detail,0.5,0.0012773235587272792,0.0005930078687239624,0.265625,0.025390625,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_detail,0.75,0.0014997338452445335,0.0006903216691477069,0.3216145833333333,0.03515625,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_detail,0.9,0.0016847301409908101,0.0007649787562346351,0.37554112554112556,0.049783549783549784,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_detail,1.0,0.0019074637321917604,0.0008533812837830887,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_rgb,0.5,0.0013516551129450745,0.0006492527646799223,0.28515625,0.03515625,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_rgb,0.75,0.0015171078983760747,0.0007049698399902628,0.3372395833333333,0.036458333333333336,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_rgb,0.9,0.0017025350914789583,0.0007801008602005841,0.38311688311688313,0.05411255411255411,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,operator_spread_rgb,1.0,0.0019074637321917606,0.0008533812837830887,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,oracle_detail_error,0.5,0.0011675353272936977,0.0004840621328787196,0.2421875,0.0,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,oracle_detail_error,0.75,0.0014384568240507385,0.0006240445585711437,0.2513020833333333,0.006510416666666667,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,oracle_detail_error,0.9,0.001660066554829447,0.0007316607512242111,0.35497835497835495,0.047619047619047616,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,oracle_detail_error,1.0,0.0019074637321917604,0.0008533812837830887,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,random_expected,0.5,0.0019074637321917606,0.0008533812837830886,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,random_expected,0.75,0.0019074637321917606,0.0008533812837830886,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,random_expected,0.9,0.0019074637321917606,0.0008533812837830886,0.41796875,0.0693359375,0.0
quantized_8bit,fbcnn_dpir,textured_quartile,random_expected,1.0,0.0019074637321917606,0.0008533812837830886,0.41796875,0.0693359375,0.0
