source_id,stage,stage_index,model,iteration,rho,denoiser_sigma,iterate_change_mse,measurement_residual_mse
0803,clipped_float,1,dpir_nominal,3,0.0023834437597543,0.07704620808362961,2.93019966193242e-05,0.0001105689225369133
0803,clipped_float,1,dpir_nominal,4,0.005944420117884874,0.04878642410039902,1.5909083231235854e-05,8.815287583274767e-05
0803,clipped_float,1,dpir_nominal,5,0.014825660735368729,0.03089204803109169,8.830645128909964e-06,7.458072650479153e-05
0803,clipped_float,1,dpir_nominal,6,0.03697589039802551,0.019561151042580605,5.607735602097819e-06,6.563669012393802e-05
0803,clipped_float,1,dpir_nominal,7,0.09221960604190826,0.012386314570903778,3.6372166505316272e-06,5.978398257866502e-05
0803,clipped_float,1,dpir_nominal,8,0.22999997437000275,0.007843137718737125,1.4837397657174733e-06,5.703236456611194e-05
0803,clipped_float,1,dpir_oracle_blur,1,0.0003831736685242504,0.1921568661928177,0.000663240731228143,0.0001980248052859679
0803,clipped_float,1,dpir_oracle_blur,2,0.0009556531440466642,0.12167562544345856,6.804299482610077e-05,0.00013330804358702153
0803,clipped_float,1,dpir_oracle_blur,3,0.0023834437597543,0.07704620808362961,3.688916331157088e-05,0.00010016962187364697
0803,clipped_float,1,dpir_oracle_blur,4,0.005944420117884874,0.04878642410039902,1.932565101014916e-05,8.187453204300255e-05
0803,clipped_float,1,dpir_oracle_blur,5,0.014825660735368729,0.03089204803109169,1.1410223123675678e-05,7.046422979328781e-05
0803,clipped_float,1,dpir_oracle_blur,6,0.03697589039802551,0.019561151042580605,7.3400806286372244e-06,6.35423930361867e-05
0803,clipped_float,1,dpir_oracle_blur,7,0.09221960604190826,0.012386314570903778,3.6986705254093977e-06,6.017621490173042e-05
0803,clipped_float,1,dpir_oracle_blur,8,0.22999997437000275,0.007843137718737125,1.4201098110788735e-06,5.8862922742264345e-05
0803,quantized_8bit,2,dpir_nominal,1,0.0003831736685242504,0.1921568661928177,0.0002666400687303394,0.00022985239047557116
0803,quantized_8bit,2,dpir_nominal,2,0.0009556531440466642,0.12167562544345856,5.017341754864901e-05,0.00015308927686419338
