score,rgb_mse,detail_mse,bad_detail_rate_0.025,bad_detail_rate_0.05,bad_detail_rate_0.1
image_gradient,0.00031679781061495966,0.00014740680208563808,0.03759765625,0.0029296875,0.0
image_transform_spread_detail,0.0002636059517393244,0.00011783890241774778,0.0244140625,0.0,0.0
measurement_residual,0.00034606710973155797,0.0001552522478657792,0.05126953125,0.00146484375,0.0
operator_spread_detail,0.0002384419543276515,0.00010497068931933125,0.015625,0.0,0.0
operator_spread_rgb,0.0002477580226297568,0.00011111363412388458,0.017578125,0.0,0.0
oracle_detail_error,0.00021106131293123376,8.356175121565997e-05,0.0,0.0,0.0
random_expected,0.0008039785546836287,0.0003495773214535598,0.159423828125,0.0185546875,0.0
