stage,dpir_nominal,fbcnn,fbcnn_dpir,fbcnn_gradient,gradient_nominal,observed
jpeg_q75,30.057391293469287,29.781192129681497,30.947555354639576,30.638943890173937,30.469349006350942,29.67759480617228
quantized_8bit,31.31584999591879,29.91008128327069,31.23139596525592,30.872557742325736,30.81727428476952,29.738776562373708
