source_id,stage,pipeline,region,coverage,control,delta_rgb_mse,delta_detail_mse,delta_bad_detail_rate_0.025,delta_bad_detail_rate_0.05,delta_bad_detail_rate_0.1
0802,jpeg_q75,dpir_nominal,all,0.75,image_gradient,-2.9127534341870007e-05,-1.9828604352024155e-05,-0.01953125,0.0,0.0
0802,jpeg_q75,dpir_nominal,all,0.75,random_expected,-0.00023591382377935818,-0.00011343460610974124,-0.0830078125,-0.00390625,0.0
0802,jpeg_q75,dpir_nominal,all,0.9,image_transform_spread_detail,-3.2129588081422254e-05,-1.5794280710593786e-05,-0.01518438177874186,-0.0010845986984815619,0.0
0802,jpeg_q75,dpir_nominal,all,0.9,measurement_residual,-3.881144601990415e-05,-2.460827296102354e-05,-0.014099783080260303,-0.0021691973969631237,0.0
0802,jpeg_q75,dpir_nominal,all,0.9,image_gradient,-1.1180765586773676e-05,-1.153247337988718e-05,-0.009761388286334056,0.0,0.0
0802,jpeg_q75,dpir_nominal,all,0.9,random_expected,-0.00012368242723494698,-6.554085470658944e-05,-0.048741272369848154,-0.00390625,0.0
0802,jpeg_q75,dpir_nominal,all,1.0,image_transform_spread_detail,1.0842021724855044e-19,-5.421010862427522e-20,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,all,1.0,measurement_residual,0.0,-5.421010862427522e-20,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,all,1.0,image_gradient,0.0,0.0,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,all,1.0,random_expected,0.0,5.421010862427522e-20,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.5,image_transform_spread_detail,-3.50591540776205e-05,-1.679781204999613e-05,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.5,measurement_residual,-0.00016752854651949168,-0.00010570885179873933,-0.078125,-0.0078125,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.5,image_gradient,-0.00020311407393617132,-0.00012405826042022035,-0.109375,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.5,random_expected,-0.000360667464707562,-0.00020320499144171932,-0.1796875,-0.015625,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.75,image_transform_spread_detail,-8.875857808109144e-05,-4.192242472019132e-05,-0.036458333333333315,-0.005208333333333333,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.75,measurement_residual,-0.00011563762384719355,-7.883488008427397e-05,-0.03125,-0.015625,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.75,image_gradient,-7.265039378778109e-05,-4.96722425455306e-05,-0.057291666666666685,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.75,random_expected,-0.00021311667278419962,-0.00013217293731735455,-0.1015625,-0.015625,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.9,image_transform_spread_detail,-1.8341722200872082e-05,-6.927838511873647e-06,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.9,measurement_residual,-8.592290869175595e-05,-6.0592987590849315e-05,-0.025974025974025927,-0.00865800865800866,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.9,image_gradient,-6.095569613431308e-06,-1.0449831374396241e-05,-0.0043290043290042934,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,0.9,random_expected,-0.00011367177733753362,-8.211480313244683e-05,-0.04082115800865799,-0.011295995670995672,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,1.0,image_transform_spread_detail,-2.168404344971009e-19,0.0,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,1.0,measurement_residual,0.0,0.0,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,1.0,image_gradient,0.0,0.0,0.0,0.0,0.0
0802,jpeg_q75,dpir_nominal,textured_quartile,1.0,random_expected,0.0,0.0,0.0,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.5,image_transform_spread_detail,-6.31896155719612e-06,-3.1719364057762438e-06,0.0,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.5,measurement_residual,-8.291641778749507e-05,-3.2023328128082405e-05,-0.009765625,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.5,image_gradient,-8.876055815715028e-05,-3.7647832904278995e-05,-0.0078125,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.5,random_expected,-0.00034849359222896895,-0.00014519522621779724,-0.0791015625,-0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.75,image_transform_spread_detail,-1.5509670404502342e-05,-7.161229460311003e-06,-0.006510416666666668,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.75,measurement_residual,-7.340150853325116e-05,-3.1830083757537105e-05,-0.0234375,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.75,image_gradient,-9.379688251757881e-05,-4.442330460824384e-05,-0.03515625,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.75,random_expected,-0.0002534672537672558,-0.00010803693682905106,-0.07649739583333333,-0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.9,image_transform_spread_detail,-5.591173045474862e-06,-1.2155191393124515e-06,-0.00216919739696312,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.9,measurement_residual,-3.849408237964968e-05,-1.666713013273927e-05,-0.017353579175704986,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.9,image_gradient,-5.027027881928932e-05,-2.386993052108622e-05,-0.02603036876355748,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,0.9,random_expected,-0.00013136014081251195,-5.612151626671841e-05,-0.04439440414859002,-0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir,all,1.0,image_transform_spread_detail,1.0842021724855044e-19,-2.710505431213761e-20,0.0,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,1.0,measurement_residual,0.0,-2.710505431213761e-20,0.0,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,1.0,image_gradient,0.0,-5.421010862427522e-20,0.0,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,all,1.0,random_expected,0.0,-2.710505431213761e-20,0.0,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.5,image_transform_spread_detail,-1.779818500079601e-05,1.925030188904659e-06,0.0078125,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.5,measurement_residual,-0.00022649035237215834,-0.00010245996330814376,-0.140625,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.5,image_gradient,-0.00033096882050043784,-0.00016108759792732985,-0.1796875,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.5,random_expected,-0.0003658452512265984,-0.00015718245020890012,-0.16796875,-0.00390625,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.75,image_transform_spread_detail,-6.134591713087036e-06,-2.6401024946235622e-06,-0.005208333333333343,0.0,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.75,measurement_residual,-0.00012896898343172682,-5.7150204958361e-05,-0.04687500000000003,-0.005208333333333333,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.75,image_gradient,-0.00019055111184250397,-9.427391592224644e-05,-0.09375000000000003,-0.005208333333333333,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.75,random_expected,-0.00020326705191674155,-8.889269484589645e-05,-0.07161458333333334,-0.00390625,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.9,image_transform_spread_detail,-2.5468265135537502e-05,-1.3928466487012287e-05,-0.008658008658008642,-0.004329004329004329,0.0
0802,jpeg_q75,fbcnn_dpir,textured_quartile,0.9,measurement_residual,-7.083136027357046e-05,-3.6528019686397233e-05,-0.025974025974025927,-0.004329004329004329,0.0
