source_id,role,chain_id,reference_mse,mean_observation,observation_u8_sha256,seed
r03d2a758t,development_early_stop,srgb_j75_b16_n2,2.679383129885931e-05,0.9878566318088108,93787d6496dbdc5b9cdbc5b73115121336ed24cbda094545b69b5857396c1499,906281947
r03d2a758t,development_early_stop,linear_j75_b16_n2,1.2999068586150753e-05,0.991246651044858,495019a40133bf1fbfb5b0365c57ffc6e326bf25629506884d7186299a0d2929,906281947
r137bcd7at,development_early_stop,srgb_j75_b16_n2,0.0007336334654815254,0.48896330789802905,afa9724451e3e9b628148424ae4813bb8487e1b1a81bccf992cecf0c49987f0b,1484432831
r137bcd7at,development_early_stop,linear_j75_b16_n2,0.0011586951060614705,0.49317581077027167,a57ca6f334faab4fd0de2b7e9e2d52cfca9588aa138f57686ca67dfeae12fa81,1484432831
r1a5903fct,development_early_stop,srgb_j75_b16_n2,8.947295927472802e-05,0.5017467124789369,4c9a5bf9ed876275d8d0fa41f3199b2a8024b10b2a3e6a1c5a3b6a032fb41c5d,3339848335
r1a5903fct,development_early_stop,linear_j75_b16_n2,0.00036668285901280957,0.5037277520871629,0bd8b47dc370fb7701f2cd8c586de25f1fe781e3db57a35d60ee9c043586b6fc,3339848335
