source_id,true_sigma,noise_std,scenario,variant,elapsed_seconds,denoiser_calls,input_height,input_width,clipped_fraction,peak_cuda_allocated_mib,process_peak_rss_mib
0801,1.6,0.00784313725490196,blur_noise,gradient_nominal,0.17150697199758724,0,,,,,
0801,1.6,0.00784313725490196,blur_noise,nominal,56.04459558999952,8,576.0,576.0,0.0,,1246.94921875
0801,1.6,0.00784313725490196,blur_noise,oracle_blur,53.97242788799849,8,576.0,576.0,0.00032150206970982254,,1302.4609375
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,53.44506187500156,8,576.0,576.0,0.0,,1307.51171875
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,50.582540352999786,8,576.0,576.0,0.0,,1307.51171875
0801,1.6,0.00784313725490196,blur_noise,rotation_90,50.72100446100012,8,576.0,576.0,0.0,,1312.63671875
0801,1.6,0.00784313725490196,blur_noise,rotation_180,49.578223341999546,8,576.0,576.0,0.0,,1332.8203125
0801,1.6,0.00784313725490196,blur_noise,denoise_only,5.65192990399737,1,576.0,576.0,0.0,,1332.8203125
