scenario,model,mean_mse,mean_detail_mse,sources,observations,pooled_psnr_db
blur_noise,dpir_nominal,0.00034826030355777264,0.00013528800903493668,1,1,34.58096025766629
blur_noise,dpir_oracle_blur,0.00016456677101932564,9.912670753809226e-05,1,1,37.83657852111618
blur_noise,drunet_denoise_only,0.0005081698024974829,0.00015455096508033833,1,1,32.93991146051419
blur_noise,gradient_nominal,0.0004023844832053559,0.0001530425182053485,1,1,33.953587749407504
blur_noise,observed,0.0005517382981011454,0.00019736618272900864,1,1,32.58266869084283
