source_id,true_sigma,noise_std,scenario,variant,iteration,rho,denoiser_sigma,iterate_change_mse,measurement_residual_mse
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,2,0.0009556531440466642,0.12167562544345856,4.932240699417889e-05,0.00016675781807862222
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,3,0.0023834437597543,0.07704620808362961,2.619448241603095e-05,0.00011180667934240773
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,4,0.005944420117884874,0.04878642410039902,1.3386224054556806e-05,8.419712685281411e-05
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,5,0.014825660735368729,0.03089204803109169,6.802073585276958e-06,7.072367588989437e-05
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,6,0.03697589039802551,0.019561151042580605,3.6977141917304834e-06,6.365981244016439e-05
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,7,0.09221960604190826,0.012386314570903778,2.034499402725487e-06,5.968863843008876e-05
0801,1.6,0.00784313725490196,blur_noise,operator_0.8,8,0.22999997437000275,0.007843137718737125,8.393652706217836e-07,5.7550267229089513e-05
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,1,0.0003831736685242504,0.1921568661928177,0.0002718358882702887,0.00024687140830792487
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,2,0.0009556531440466642,0.12167562544345856,5.604052421404049e-05,0.00015090560191310942
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,3,0.0023834437597543,0.07704620808362961,3.0429166145040654e-05,0.00010271411156281829
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,4,0.005944420117884874,0.04878642410039902,1.6645422874717042e-05,7.874912262195721e-05
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,5,0.014825660735368729,0.03089204803109169,8.986808097688481e-06,6.735516217304394e-05
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,6,0.03697589039802551,0.019561151042580605,4.2975202632078435e-06,6.20205610175617e-05
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,7,0.09221960604190826,0.012386314570903778,1.8650970332600991e-06,5.956981476629153e-05
0801,1.6,0.00784313725490196,blur_noise,operator_1.2,8,0.22999997437000275,0.007843137718737125,7.368921046690957e-07,5.836255877511576e-05
0801,1.6,0.00784313725490196,blur_noise,rotation_90,1,0.0003831736685242504,0.1921568661928177,0.0002619250735733658,0.0002588421921245754
0801,1.6,0.00784313725490196,blur_noise,rotation_90,2,0.0009556531440466642,0.12167562544345856,5.0548998842714354e-05,0.00015866562898736447
0801,1.6,0.00784313725490196,blur_noise,rotation_90,3,0.0023834437597543,0.07704620808362961,2.7466670871945098e-05,0.00010720417776610702
0801,1.6,0.00784313725490196,blur_noise,rotation_90,4,0.005944420117884874,0.04878642410039902,1.449630599381635e-05,8.153237286023796e-05
0801,1.6,0.00784313725490196,blur_noise,rotation_90,5,0.014825660735368729,0.03089204803109169,7.76189517637249e-06,6.896287231938913e-05
0801,1.6,0.00784313725490196,blur_noise,rotation_90,6,0.03697589039802551,0.019561151042580605,4.2439892240508925e-06,6.261087401071563e-05
0801,1.6,0.00784313725490196,blur_noise,rotation_90,7,0.09221960604190826,0.012386314570903778,1.805729084480845e-06,5.958029942121357e-05
0801,1.6,0.00784313725490196,blur_noise,rotation_90,8,0.22999997437000275,0.007843137718737125,7.288127221727336e-07,5.8019628340844065e-05
0801,1.6,0.00784313725490196,blur_noise,rotation_180,1,0.0003831736685242504,0.1921568661928177,0.0002634091069921851,0.0002612894750200212
0801,1.6,0.00784313725490196,blur_noise,rotation_180,2,0.0009556531440466642,0.12167562544345856,5.1642145990626886e-05,0.00015919141878839582
0801,1.6,0.00784313725490196,blur_noise,rotation_180,3,0.0023834437597543,0.07704620808362961,2.737604154390283e-05,0.00010775232658488676
0801,1.6,0.00784313725490196,blur_noise,rotation_180,4,0.005944420117884874,0.04878642410039902,1.464659180783201e-05,8.178046846296638e-05
