source_id,true_sigma,noise_std,scenario,variant,elapsed_seconds,denoiser_calls,input_height,input_width,clipped_fraction,peak_cuda_allocated_mib,process_peak_rss_mib
0802,1.6,0.00784313725490196,blur_noise,rotation_180,1.0762247930000512,8,576.0,576.0,0.0,636.62548828125,1649.359375
0802,1.6,0.00784313725490196,blur_noise,denoise_only,0.1324132989999498,1,576.0,576.0,0.0,618.43798828125,1649.359375
0802,1.6,0.00784313725490196,blur_noise_jpeg,gradient_nominal,0.0718376070000204,0,,,,,
0802,1.6,0.00784313725490196,blur_noise_jpeg,nominal,1.0695914169999696,8,576.0,576.0,0.004227751865983009,636.62548828125,1657.125
0802,1.6,0.00784313725490196,blur_noise_jpeg,oracle_blur,1.0797515109999267,8,576.0,576.0,0.013262963853776455,636.62548828125,1657.125
0802,1.6,0.00784313725490196,blur_noise_jpeg,operator_0.8,1.0829586260000497,8,576.0,576.0,0.002603161847218871,636.62548828125,1657.125
0802,1.6,0.00784313725490196,blur_noise_jpeg,operator_1.2,1.082288075000065,8,576.0,576.0,0.005949797108769417,636.62548828125,1657.125
0802,1.6,0.00784313725490196,blur_noise_jpeg,rotation_90,1.0791196159999572,8,576.0,576.0,0.003908259328454733,636.62548828125,1657.125
0802,1.6,0.00784313725490196,blur_noise_jpeg,rotation_180,1.0854774969999426,8,576.0,576.0,0.0038530011661350727,636.62548828125,1657.125
0802,1.6,0.00784313725490196,blur_noise_jpeg,denoise_only,0.1329888559999972,1,576.0,576.0,0.00023409367713611573,618.43798828125,1657.125
0803,1.6,0.00784313725490196,blur_noise,gradient_nominal,0.06767405699997653,0,,,,,
0803,1.6,0.00784313725490196,blur_noise,nominal,1.079617503999998,8,576.0,576.0,2.0093877992621856e-06,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise,oracle_blur,1.085450203999926,8,576.0,576.0,0.0004571357276290655,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise,operator_0.8,1.0805562189999591,8,576.0,576.0,0.0,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise,operator_1.2,1.083082230000059,8,576.0,576.0,1.2056327250320464e-05,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise,rotation_90,1.0798664590000726,8,576.0,576.0,2.0093877992621856e-06,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise,rotation_180,1.0877523300000576,8,576.0,576.0,2.0093877992621856e-06,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise,denoise_only,0.13266496299991104,1,576.0,576.0,0.0,618.43798828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,gradient_nominal,0.06585541599997669,0,,,,,
0803,1.6,0.00784313725490196,blur_noise_jpeg,nominal,1.0811406770000076,8,576.0,576.0,0.0024574813432991505,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,oracle_blur,1.0829262940000035,8,576.0,576.0,0.008511766791343689,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,operator_0.8,1.0827821630000471,8,576.0,576.0,0.0005756895989179611,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,operator_1.2,1.0841997030000812,8,576.0,576.0,0.0035063817631453276,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,rotation_90,1.084035154999924,8,576.0,576.0,0.002350983675569296,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,rotation_180,1.0851982130000124,8,576.0,576.0,0.0024122700560837984,636.62548828125,1695.01953125
0803,1.6,0.00784313725490196,blur_noise_jpeg,denoise_only,0.13258003599992207,1,576.0,576.0,2.0093877537874505e-05,618.43798828125,1695.01953125
0804,1.6,0.00784313725490196,blur_noise,gradient_nominal,0.06668050600001152,0,,,,,
0804,1.6,0.00784313725490196,blur_noise,nominal,1.0828276820000156,8,576.0,576.0,0.0,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise,oracle_blur,1.0844701299999997,8,576.0,576.0,8.238489681389183e-05,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise,operator_0.8,1.0907831120000537,8,576.0,576.0,0.0,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise,operator_1.2,1.0878998200000751,8,576.0,576.0,0.0,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise,rotation_90,1.087945975000025,8,576.0,576.0,4.018775598524371e-06,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise,rotation_180,1.0913811570000007,8,576.0,576.0,0.0,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise,denoise_only,0.1337951330000351,1,576.0,576.0,1.0046938996310928e-06,618.43798828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,gradient_nominal,0.06527703400001883,0,,,,,
0804,1.6,0.00784313725490196,blur_noise_jpeg,nominal,1.09063556600006,8,576.0,576.0,0.0007816518773324788,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,oracle_blur,1.0889841750000642,8,576.0,576.0,0.0018596884328871965,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,operator_0.8,1.0856861710000203,8,576.0,576.0,0.0001346289791399613,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,operator_1.2,1.0977425739999944,8,576.0,576.0,0.0006460181903094053,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,rotation_90,1.0889629499999955,8,576.0,576.0,0.0007364406483247876,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,rotation_180,1.0995474520000244,8,576.0,576.0,0.00077461899491027,636.62548828125,1740.625
0804,1.6,0.00784313725490196,blur_noise_jpeg,denoise_only,0.13311335499997767,1,576.0,576.0,1.0046938996310928e-06,618.43798828125,1740.625
