source_id,seed,acquisition_condition,mismatch_level,psnr_db,ssim,edge_mae,normalized_measurement_residual,true_blur_type,true_blur_length,true_blur_angle_deg,assumed_blur_type,assumed_blur_length,assumed_blur_angle_deg,assumed_gaussian_sigma
synthetic_000,20260915,blur_only,blur_matched,19.98253352172994,0.5403214891751608,0.2364736795425415,0.047782402485609055,motion,15,24.0,motion,15,24.0,0.0
synthetic_000,20260915,blur_only,mild,18.91110074830462,0.4896442989508311,0.2755920886993408,0.04340685158967972,motion,15,24.0,motion,13,18.0,0.0
synthetic_000,20260915,blur_only,moderate,18.16498035440226,0.568478504816691,0.23923149704933167,0.03353648632764816,motion,15,24.0,motion,9,5.0,0.0
synthetic_000,20260915,blur_only,severe,18.080196200201907,0.6162790656089783,0.2527962327003479,0.041773512959480286,motion,15,24.0,gaussian,0,0.0,2.2
synthetic_000,20260915,compound,blur_matched,16.158675621232568,0.1748744398355484,0.5727146863937378,0.06909089535474777,motion,15,24.0,motion,15,24.0,0.0
synthetic_000,20260915,compound,mild,16.072452959980673,0.1638372391462326,0.5719019174575806,0.06287788599729538,motion,15,24.0,motion,13,18.0,0.0
synthetic_000,20260915,compound,moderate,16.47032930045171,0.17309972643852234,0.5173653364181519,0.04447473585605621,motion,15,24.0,motion,9,5.0,0.0
synthetic_000,20260915,compound,severe,16.643454674448122,0.19059996803601584,0.5181998014450073,0.05107022076845169,motion,15,24.0,gaussian,0,0.0,2.2
